id,nazev,nace,ulice_cp,psc_obec,souradnice,adm,prikon,nox,so2,co,co2,tzl,voc,amoniak,ostatni,paliva
310097312,"CGI Metropole, s.r.o. - Praha, Metropole Zličín",682020,Řevnická 121/1,155 21 Praha,"50° 3´ 15.557"" sš 14° 17´ 19.077"" vd",25671944,8.9,0.892,0,0.219,0,0,0,0,0,zemní plyn
728160243,CITY EMPIRIA a.s.,682020,Na strži 1702/65,140 00 Praha,"50° 3´ 0.780"" sš 14° 26´ 22.254"" vd",25951394,6.7,0.392,0,0.0,0,0.0,0,0,0,zemní plyn
731940253,CIVOP s.r.o. - RFE-RL,749010,Vinohradská 3333/159a,100 00 Praha,"50° 4´ 43.379"" sš 14° 28´ 42.375"" vd",27643379,5.0,0,0,0,0,0,0,0,0,nafta
310067412,"CNI Tisk servis, spol.s r.o.",467500,K Juliáně 150,164 00 Praha,"50° 7´ 12.216"" sš 14° 18´ 6.685"" vd",25049674,,0,0,0,0,0,0,0,0,
731220481,"Coca-Cola HBC Česká republika, s.r.o.",110700,Českobrodská 1329,198 00 Praha,"50° 5´ 23.218"" sš 14° 33´ 16.542"" vd",22729241,10.7,0.002,0,0.0,0,0,0,0,0,zemní plyn
319900992,COLOR BASIC s.r.o.,452000,Ke Xaverovu 2516/12,193 00 Praha,"50° 6´ 6.202"" sš 14° 36´ 54.607"" vd",25951301,,0,0,0,0,0,1.17,0,0,
728160621,"Corinthia Panorama, s.r.o. - hotel Corinthia Panorama, Praha",551010,Milevská 1695/7,140 00 Praha,"50° 2´ 56.646"" sš 14° 26´ 17.640"" vd",21874433,9.7,2.069,0.01,0.345,0,0.326,0,0,0.071,zemní plyn
727750533,CPDP 2003-OAC Roztyly,682020,Tomíčkova 2144/1,148 00 Praha,"50° 2´ 19.870"" sš 14° 28´ 31.275"" vd",21847011,6.2,0,0,0,0,0,0,0,0,
730950083,"CPI Meteor Centre, s.r.o.",682020,Sokolovská 100/94,186 00 Praha,"50° 5´ 38.928"" sš 14° 27´ 8.603"" vd",22349561,2.0,0.084,0,0.067,0,0,0,0,0,zemní plyn
727070863,"CPI Národní, s.r.o. - Quadrio Praha",682020,Spálená 2121/22,110 00 Praha,"50° 4´ 53.321"" sš 14° 25´ 11.125"" vd",73140252,5.6,0.021,0.0,0.002,0,0.0,0,0,0.0,zemní plyn
727750523,"CPI Office Prague, s.r.o. - Duhová 1",682020,Duhová 425/1,140 00 Praha,"50° 2´ 56.028"" sš 14° 27´ 5.441"" vd",26712547,4.8,0.0,0,0.0,0,0.0,0,0,0,
727410593,"CPI Office Prague, s.r.o. - LXP",682020,Přemyslovská 2845/43,130 00 Praha,"50° 4´ 43.928"" sš 14° 27´ 35.444"" vd",26304490,4.3,0.125,0,0.018,0,0.0,0,0,0,zemní plyn
729718201,"Czech Airlines Technics, a.s.",331600,Jana Kašpara 1069/1,161 00 Praha,"50° 6´ 22.008"" sš 14° 16´ 24.262"" vd",25841459,,0.403,0.342,0,0,0.01,10.923,0,0.07559223000000001,
732450781,CZECH PRINT CENTER a.s. - Malešice,181100,Černokostelecká 613/145,108 00 Praha,"50° 4´ 33.148"" sš 14° 32´ 2.226"" vd",22765760,2.3,0.18,0,0.007,0,0,4.16,0,0.865,zemní plyn
119801312,ČD - Telematika a.s. - telekomunikační areál,611040,Pod Táborem 369/8a,190 00 Praha,"50° 5´ 27.997"" sš 14° 30´ 50.218"" vd",26627949,8.3,0,0,0,0,0,0,0,0,nafta
119804492,ČEKOV - PL,251100,Dopraváků 723/1,184 00 Praha,"50° 8´ 13.890"" sš 14° 26´ 53.171"" vd",22341609,,0.012,0,0.006,0,0.001,0.002,0,0.002,
310098942,"ČEPS, a.s. - Areál Bohdalec",351200,Elektrárenská 774/2,101 00 Praha,"50° 3´ 42.377"" sš 14° 28´ 32.161"" vd",22592946,1.9,0,0,0,0,0,0,0,0,nafta
310098952,"ČEPS, a.s. - TR Chodov",351200,Kunratická spojka 250,149 00 Praha,"50° 1´ 1.029"" sš 14° 30´ 10.918"" vd",22765328,1.5,0,0,0,0,0,0,0,0,nafta
310098962,"ČEPS, a.s. - TR Malešice",351200,Teplárenská,100 00 Praha,"50° 5´ 2.563"" sš 14° 31´ 54.694"" vd",,0.7,0,0,0,0,0,0,0,0,nafta
310098972,"ČEPS, a.s. - TR Řeporyje",351200,,155 00 Praha,"50° 0´ 58.392"" sš 14° 19´ 49.225"" vd",,1.0,0,0,0,0,0,0,0,0,nafta
310060342,"Česká národní banka - Praha, Na Příkopě 001",641100,Na příkopě 864/28,110 00 Praha,"50° 5´ 13.399"" sš 14° 25´ 43.212"" vd",78508088,5.4,0.29,0,0.019,0,0,0,0,0,zemní plyn
310060352,"Česká národní banka - Praha, Na Příkopě 002",641100,Na příkopě 864/28,110 00 Praha,"50° 5´ 13.399"" sš 14° 25´ 43.212"" vd",78508088,4.6,0,0,0,0,0,0,0,0,nafta
916939121,ČESKÁ NÁRODNÍ BANKA - ZÁLOŽNÍ PRACOVIŠTĚ ZLIČÍN,641100,Strojírenská 175/25,155 21 Praha,"50° 3´ 59.200"" sš 14° 17´ 20.697"" vd",22144994,3.4,0,0,0,0,0,0,0,0,
727990013,Česká pojišťovna Hráského,651200,Hráského,148 01 Praha,"50° 2´ 37.132"" sš 14° 28´ 43.206"" vd",,0.7,0,0,0,0,0,0,0,0,
731280123,"Česká pošta, s.p. - Praha, Poděbradská",531000,Poděbradská 312/39,190 00 Praha,"50° 6´ 13.206"" sš 14° 31´ 5.406"" vd",22543147,0.4,0,0,0,0,0,0,0,0,nafta
310064472,"Česká pošta, s.p. - Praha Sazečská",531000,Sazečská 603/9,108 00 Praha,"50° 4´ 51.838"" sš 14° 31´ 1.235"" vd",22714464,2.4,0,0,0,0,0,0,0,0,nafta
310069512,ČESKÁ TELEVIZE - Kavčí hory,602000,Na hřebenech II 1132/4,147 00 Praha,"50° 3´ 1.769"" sš 14° 25´ 33.139"" vd",22741453,10.6,0,0,0,0,0,0,0,0.319,
730100153,"Česká zemědělská univerzita v Praze, Kamýcká 129, provozovna AGRO",854200,Kamýcká 1277,165 00 Praha,"50° 7´ 48.718"" sš 14° 22´ 20.373"" vd",28293363,3.6,0.33,0.003,0.012,0,0.006,0,0,0.003,zemní plyn
730100353,"Česká zemědělská univerzita v Praze, Kamýcká 129, provozovna Menza A",854200,Kamýcká 1068,165 00 Praha,"50° 7´ 47.702"" sš 14° 22´ 34.882"" vd",31343490,5.6,0.573,0.006,0.006,0,0.009,0,0,0.029,zemní plyn
119812332,České Radiokomunikace -  vysílač Praha - město,612090,Mahlerovy sady 2699/1,130 00 Praha,"50° 4´ 52.538"" sš 14° 27´ 6.001"" vd",22701605,5.0,0.035,0.0,0.008,0,0.0,0,0,0.0,nafta
